,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,label
0,18.50217,0.5083006,13.376099,15.455355,18.37043,4.9943314,126.2561,80.38794,133.88332,81.44929,1.2947952,0.8084598,0.5110761,0.8937416,1.9630728,1.4519967,33.749226,25.844347,22.996582,15.721032,0.88635516,1.1188711,5.158191,1.9760888,10.907533,0.6452274,3.7798142,2.3096046,-1.1777759,-9.213077,0.11002073,0.47039497,2.4419608,0.44339955,-5.3921537,-0.47726145,3.495566,13.468338,2.7723043,12.304198,528.4298,0.43479887,1171.1356,0.12239069,-180.93279,-0.2976922,1595.5458,0.17891863,886.75226,0.2099588,-181.2356,-0.2837735,2558.4082,0.09921124,747.18066,0.44248092,-181.23952,-0.28362277,-14.630644,-0.33955362,22.348942,0.2968292,-0.034933306,-1.294762,-0.016239708,-0.60266805,0.7777968,1.1402363,15.071992,0.29870734,12.721497,0.48925433,10.966163,0.66667676,0.16118619,72.92502,-5.8243966,13.067274,-0.018149963,-0.01083461,0.90388066,4.1436467,1.9498608,0.045714285,0.027441958,0.4457143,0.63501084,-24.13782,cabbage
1,22.630365,0.45379913,13.426325,20.66239,30.590038,17.163713,200.9932,143.34746,174.74301,257.62677,1.159752,0.72666025,0.5555302,0.85555947,1.7377639,1.1822337,18.022654,8.54848,7.391467,4.07158,0.7772049,1.213064,11.795623,0.4003209,3.5411203,1.5597098,4.875602,1.2226337,-6.954897,-1.408192,0.050225,1.5840578,2.7609894,0.58839834,-4.2569447,-0.70289755,1.8031192,3.8898568,12.201354,0.44680682,550.60547,0.5298546,1156.7263,0.1915903,-181.17868,-0.29827598,1596.14,0.23422019,821.2703,0.3332093,-179.49695,-0.30357653,2613.9385,0.13504627,655.8393,0.302071,-179.67041,-0.30111226,-8.29701,-0.3300308,14.282592,0.32799372,0.010429818,3.592654,-0.017841617,-0.52999336,1.0551175,0.9539961,14.238962,0.2923463,3.180462,1.3235734,5.837299,0.83097655,-11.4309,-0.81979144,-6.9707384,13.448488,-0.0010031789,-0.01385671,0.7438606,2.6132405,2.2887325,0.038461536,0.026266724,0.37692305,0.28647417,-26.197529,cabbage
2,14.536487,0.109773986,12.920017,14.361631,16.272495,3.352478,95.314705,83.98884,183.57915,188.87971,0.8160172,0.5773463,0.47402713,0.66161567,1.0886487,0.6146215,10.845701,5.444385,8.474187,4.307211,0.49155998,0.8194098,11.437605,0.58753926,4.683284,1.5543896,8.726448,0.8318436,0.5803505,14.359039,0.13161942,0.47563538,1.5868324,0.5023017,-5.680291,-0.5032007,2.5459309,17.666569,-5.8488894,-6.2158422,499.9647,0.31870714,1248.8472,0.14415628,-164.1219,-0.41430008,1457.3069,0.14112024,1033.1177,0.24187477,-165.54356,-0.3946595,2474.3918,0.076719575,812.6072,0.29133135,-166.07832,-0.3876157,-12.217539,-0.41250828,20.149202,0.34702286,-0.047521878,-0.54990375,-0.010449093,-0.8173613,0.45970824,0.7213329,14.614633,0.24447182,6.6340685,0.7561806,10.736471,0.38392475,2.4987972,2.850679,-7.518986,15.335578,-0.034720182,-0.008434488,0.50691587,3.7593985,2.7989824,0.06090909,0.054681648,0.27454546,0.1960688,-32.010006,cabbage
3,24.626286,0.4022397,15.500189,21.609266,31.383207,15.8830185,243.76884,154.53763,416.47864,305.6377,1.3661628,0.8762716,0.5072551,0.80867624,2.2787213,1.7714663,33.61451,21.954588,23.621319,17.819273,1.1358459,1.3959285,12.501145,0.45407116,4.8428473,1.4649577,4.296686,1.5052533,-5.5876813,-1.7212303,0.14567976,0.88048345,1.7256085,0.72590595,-3.6424794,-0.76038975,9.592017,2.9991179,13.23564,0.57098675,585.8046,0.5063249,1237.4441,0.14871867,-178.21747,-0.32400495,1618.9382,0.21070202,907.94037,0.24682386,-177.44168,-0.3183624,2611.2632,0.12079463,736.8843,0.23306468,-177.50345,-0.31737003,-11.04071,-0.32429993,18.480392,0.23192936,0.031732187,1.6154493,-0.019631099,-0.39688197,2.0223846,1.2726755,14.575738,0.29699627,6.401838,0.9578908,5.6252623,0.8443326,-8.933167,-1.232413,-7.893506,15.426471,0.002644857,-0.014166537,1.0237596,3.4843206,2.292769,0.045384616,0.02649104,0.34357142,0.25342247,-22.767181,cabbage
4,16.540009,0.218199,12.567002,15.661453,19.524881,6.957879,125.78136,81.819244,166.55183,45.723118,1.0168234,0.7705313,0.50698584,0.6876176,1.2788464,0.77186054,17.79696,8.522228,12.707364,7.5783,0.66633046,1.2395469,12.560233,0.39420274,4.70373,1.452297,6.239796,0.7865594,-2.9789712,-3.347633,0.15288626,0.957749,2.6109421,0.50306475,-5.6743217,-0.34992573,-1.7987527,-17.495934,2.7171152,8.835886,650.5301,0.45638713,1163.2439,0.14693564,-185.72212,-0.26093197,1658.685,0.22101812,863.3035,0.20721528,-186.38577,-0.24852385,2680.62,0.11743435,746.40546,0.26099968,-186.51376,-0.2464937,-8.436932,-0.45244583,16.05291,0.27691624,0.0034694762,11.473298,-0.012814186,-0.5598272,0.6221423,0.8653787,13.109397,0.3184935,5.221746,1.3612236,5.751679,0.82554066,-5.838317,-1.8384845,-7.732327,15.07833,-0.008926863,-0.010764159,0.67510486,3.3407574,1.3513514,0.046666663,0.022110831,0.5757143,0.5267109,-28.106886,cabbage
5,16.926304,0.24168253,13.063091,15.707274,19.953917,6.8908253,313.14432,356.99097,164.98166,142.91766,1.2793595,0.9373987,0.48913234,0.7549494,1.8427358,1.3536034,30.0875,24.304342,15.207585,12.039578,1.093713,1.4575909,14.885087,0.33214453,5.461841,1.1131663,6.648166,0.8570069,-7.08414,-1.3452483,0.18660843,1.2559961,3.3689609,0.5255719,-5.300496,-0.39627263,8.005093,5.030096,4.2432723,4.55504,541.8902,0.44186005,1263.2164,0.12834007,-169.70525,-0.38977695,1562.7545,0.19310309,948.76245,0.25340742,-170.8949,-0.36752778,2569.2036,0.104584634,738.46765,0.27399015,-171.10959,-0.3644151,-11.974589,-0.30434066,19.468937,0.23417698,0.010588974,4.312037,-0.020126307,-0.39882177,1.030778,1.3457229,18.470795,0.24549225,6.099785,0.9875013,7.677595,0.7296336,-7.7655787,-1.3420026,-9.17188,16.296484,0.008646869,-0.016412258,1.1108633,2.6026027,2.8169014,0.04607143,0.031320833,0.28821427,0.20269707,-22.666927,cabbage
6,19.265411,0.3638576,13.164683,16.459406,30.53154,17.366856,232.12038,77.89126,139.81898,57.216507,0.9396424,0.7650897,0.46590525,0.64633214,1.2302705,0.76436526,21.098904,22.075483,10.134459,4.4785094,0.60089153,1.239576,11.59932,0.56661713,5.3963246,1.2985351,5.1745563,1.2918301,-1.9088297,-4.8724775,0.040723935,0.18274246,2.2563584,0.6532732,-5.497328,-0.6363214,10.349103,2.2967987,15.844169,0.41768926,575.31433,0.34315115,1224.1644,0.12712935,-181.69629,-0.29163307,1596.0415,0.17793816,958.4357,0.22775605,-182.18886,-0.27981234,2598.2908,0.096126966,760.57605,0.259842,-182.32776,-0.27822098,-10.302143,-0.33694726,18.875221,0.20804437,2.542789e-05,1577.4255,-0.017295232,-0.5373013,0.5969579,0.8978469,15.558534,0.26146835,8.516876,0.49632815,4.2185698,1.0667323,-3.616454,-3.0424032,-6.9306464,14.286619,-0.0128491735,-0.009725134,0.6086354,3.066038,1.9093078,0.0425,0.03526684,0.40888888,0.23225677,-28.840075,cabbage
7,24.151869,0.53148144,15.41441,19.430603,31.427368,16.012959,451.2797,291.9674,135.62743,74.02621,1.2070822,0.860705,0.5118589,0.7352605,1.7200323,1.2081735,45.258194,31.599049,27.535486,22.409727,1.0354235,1.5218726,10.912019,0.7092403,3.7590933,2.2055562,1.0271842,9.045364,-3.5382507,-3.0519843,0.10689056,1.1452605,1.5336169,0.48866305,-3.554063,-0.9557822,5.7299337,3.3466659,9.3664255,1.0977118,595.0662,0.5066637,1220.1133,0.18507166,-153.68465,-0.48733783,1617.3184,0.20399678,906.8455,0.19832508,-152.93594,-0.47394726,2617.8425,0.12140431,748.3816,0.3725548,-153.3388,-0.46907526,-10.514476,-0.34160227,18.187124,0.22911133,0.016437357,2.443096,-0.023225078,-0.3847398,1.5371802,1.3696085,14.0921755,0.41649672,4.608666,1.8245388,-0.48147124,-20.24071,-10.182124,-1.1231879,-5.9350505,14.636649,-0.0058245864,-0.007028095,0.87302744,3.9249148,4.4750433,0.048076924,0.034864493,0.1604,0.24453191,-22.86262,cabbage
8,19.421911,0.25156185,14.245972,19.393799,23.629187,9.383215,304.4252,238.24211,189.02037,259.46783,0.9622678,0.82209617,0.4844273,0.63364583,1.2042507,0.71982336,15.377882,6.978368,5.7534027,3.1201518,0.7448477,1.7019148,15.907259,0.21096301,4.033484,1.6978638,7.3632207,0.7364668,-4.7723017,-2.3980024,0.1209175,1.230965,2.2642295,0.67627406,-4.7822943,-0.6056634,-3.4008956,-7.6181984,6.63307,3.0161626,518.89355,0.44106662,1259.2606,0.12198853,-156.92172,-0.4693553,1527.8832,0.16483662,973.3708,0.28221354,-158.57066,-0.44327426,2526.4304,0.10072466,784.19147,0.27253926,-158.88675,-0.43913904,-10.328775,-0.28643402,17.771156,0.21758227,0.013026328,3.2389596,-0.019286847,-0.4610972,1.2356955,1.8612268,16.694601,0.21064082,4.5948505,1.4257964,7.379087,0.66163456,-5.395427,-2.1032333,-9.12061,15.90527,0.004130798,-0.016667303,0.61740136,2.189781,4.187192,0.04352941,0.026776018,0.196,0.20313543,-25.551449,cabbage
9,19.000294,0.25844613,14.091653,19.393929,22.145588,8.053935,211.98239,155.28377,304.1451,226.12091,0.830661,0.718854,0.44100016,0.56459606,1.1476201,0.7066199,13.295422,8.589115,8.409855,4.016345,0.5572523,1.3657888,16.974789,0.20686385,4.7315693,1.5145693,5.581939,0.7375972,-5.232659,-1.7823094,0.07645075,1.136952,1.8108395,0.42982498,-4.8804035,-0.53577715,1.9738089,9.093437,13.518463,0.6925184,547.2551,0.3805534,1280.6252,0.08940714,-164.81516,-0.4287094,1565.4386,0.16662416,1006.7829,0.2116783,-165.98654,-0.40636185,2568.5876,0.09444119,808.9683,0.19808215,-166.42117,-0.40056145,-12.053621,-0.22214511,20.080765,0.18295625,0.008144418,5.33484,-0.019118179,-0.39500397,0.80885524,1.66834,18.758018,0.16635564,6.7852464,0.8755146,5.8847914,0.62533605,-5.2546697,-1.7408644,-9.4007225,16.639605,0.0020955848,-0.015642425,0.5115003,2.672606,2.927928,0.053076923,0.038706906,0.26846153,0.1420101,-29.456043,cabbage
10,20.389774,0.32081136,16.98107,18.528965,21.040405,4.0593357,374.58514,418.73026,215.81947,147.72957,1.2860911,0.78813547,0.506092,0.81767726,2.2007258,1.6946337,29.47028,17.717636,20.519703,15.522213,0.82323617,1.0300767,9.818688,0.81802386,3.4809184,2.2867072,5.237744,1.3333408,-4.730077,-2.2327034,0.11331751,0.6256098,2.375344,0.62082005,-4.6828847,-0.45560348,6.1988215,3.7403867,10.606864,1.3643956,492.34134,0.3555555,1213.4213,0.11466781,-177.77089,-0.32726458,1563.7463,0.14080374,842.9931,0.23775622,-178.57927,-0.30643302,2541.9636,0.09727298,853.1431,0.36530086,-178.51314,-0.30765653,-11.362887,-0.37975702,18.58396,0.28225282,0.0033880617,11.6490965,-0.01998746,-0.46034503,0.57755,1.3142903,15.996587,0.29854336,8.591372,0.7701026,9.810031,0.5897975,-2.283532,-4.2404366,-5.688637,12.589097,0.010167915,-0.012207041,0.86360776,3.0816643,2.0186336,0.05076923,0.031976324,0.45749998,0.37663257,-25.71702,cabbage
11,21.973232,0.39618787,17.230192,19.480034,21.349257,4.1190643,414.18643,253.04227,243.8697,346.38766,1.5209508,0.92345715,0.50406075,0.8049657,2.8673346,2.3632739,42.571465,37.858326,23.852793,20.753231,1.0700248,1.2823732,7.458612,1.3078961,5.732749,1.2230275,7.108425,1.0218368,-3.743837,-2.9434977,0.103051424,0.8121865,1.9140557,0.64474416,-2.3152485,-1.119292,0.61527383,20.84878,9.519835,1.4059622,566.4121,0.49528608,1223.8722,0.13547103,-165.38942,-0.42430696,1622.9135,0.18750691,871.5121,0.22272485,-165.26613,-0.40759942,2573.2808,0.11848193,824.25024,0.26766905,-165.29066,-0.40721458,-10.002397,-0.38220292,17.694551,0.283767,0.006133702,8.286411,-0.013135149,-0.57180953,1.0083094,1.4065983,12.779972,0.31576335,7.1760035,0.8759636,8.969766,0.72239214,-0.28530303,-40.533794,-4.5038486,10.978363,0.008612443,-0.01268716,1.0972481,2.8056114,2.6369169,0.063846156,0.027326645,0.31916666,0.48838946,-22.087648,cabbage
12,22.278778,0.37035587,15.978137,20.549198,24.994377,9.01624,876.85944,1040.41,198.04233,84.94368,1.3159595,0.7435651,0.697989,0.9246155,1.6181933,0.9202043,23.700188,10.940945,14.835438,7.318118,0.88482475,0.96534,12.308843,0.46443605,4.9054084,1.3320886,7.4487534,0.814047,-2.4911954,-3.6540468,0.045189325,0.7494817,1.6020789,0.7865213,-4.1228466,-0.49813125,2.5041454,8.086104,9.343817,1.7524779,502.7407,0.3173217,1263.683,0.1098482,-181.0213,-0.2808045,1481.9247,0.14561905,1027.7285,0.19320679,-180.33363,-0.28085795,2479.406,0.089448586,714.58295,0.27549753,-180.52202,-0.27803066,-9.778133,-0.40892774,17.858097,0.28921366,-0.012291652,-2.5717373,-0.01399409,-0.4805948,0.73442304,0.927027,14.891051,0.33745128,7.228384,0.78796816,6.9941797,0.88081676,-1.6341456,-5.3076177,-7.248207,14.261614,-0.007394972,-0.01150495,0.90620124,3.3149173,2.7816412,0.03,0.013784048,0.3085,0.22605918,-26.164885,cabbage
13,22.480238,0.3985478,15.877863,20.393343,24.08051,8.202646,444.93814,442.4255,337.2946,357.1032,1.1207129,0.86190665,0.46350434,0.6913694,1.6292818,1.1657774,23.295229,13.602373,16.97163,15.014699,0.7259045,1.1820656,11.137934,0.75145596,5.1110373,1.4140189,5.5452714,1.1772045,-3.6401534,-2.440308,0.040861733,0.7367383,2.229737,0.52888674,-4.790084,-0.6272784,5.500782,5.3954897,10.997441,0.67632467,515.0593,0.41131952,1296.559,0.1471519,-179.08742,-0.30382636,1534.9714,0.16573684,940.97034,0.20367493,-177.7515,-0.30427042,2552.6711,0.096883245,719.39325,0.27210772,-178.01883,-0.30029896,-10.528087,-0.40082228,18.127367,0.2707767,0.01331293,3.0215704,-0.014461524,-0.66050714,0.6722555,1.1862106,15.350854,0.307794,8.18375,0.9244528,6.556279,0.78431094,-3.4569302,-3.2681181,-6.392805,13.698034,0.0074732634,-0.010708394,0.73515886,2.860412,2.7617953,0.035416666,0.027230367,0.30583334,0.31748906,-26.57485,cabbage
14,26.397985,0.6273335,13.904748,20.705994,43.274,29.369251,896.30725,0.0,28.077095,28.777939,0.9482846,0.7300627,0.4979964,0.68297327,1.1823132,0.6843168,16.56825,7.148945,6.3561406,5.8146167,0.5685736,1.1385278,10.752387,0.73295856,1.117408,6.9773293,9.815976,0.8113247,0.806637,10.307836,0.03840243,0.10258412,2.1131935,0.458063,-3.9551485,-0.63074553,3.5066495,10.518022,4.823941,4.9303703,690.7534,0.4845903,1128.9186,0.28968918,-189.5892,-0.20295444,1690.4839,0.23442958,838.125,0.21748756,-185.68755,-0.23709996,2737.129,0.12240039,711.18304,0.28312722,-185.0454,-0.24425192,-3.8373132,-2.088807,11.893076,0.45222494,-0.001962436,-9.910729,-0.000568642,-24.92632,0.58918434,1.0754474,11.206325,0.65885556,0.4767046,16.933706,15.503849,0.50054,3.4240377,2.242052,-5.080425,12.747926,-0.008141405,-0.0051114126,0.5736014,3.649635,2.2304833,0.028333332,0.008975274,0.39666668,0.33144465,-30.36986,cabbage
15,33.340515,0.53674173,13.48106,29.487232,51.757225,38.276165,995.33716,357.97574,306.51978,287.88242,1.4491435,0.7876946,0.61127996,1.0497549,2.1429143,1.5316343,35.71849,24.187916,22.779099,22.4391,0.9572319,1.3266555,1.985296,4.8546453,9.124411,1.1099494,-0.18795179,-41.467556,-5.331254,-1.8615128,0.08066819,0.487654,0.9526536,0.651758,-6.8695273,-0.4490151,11.838281,2.3676975,9.241386,1.3491994,882.8408,0.44553384,1010.4142,0.19630088,-192.33539,-0.18312462,1960.8729,0.21569549,815.2943,0.2649951,-191.74562,-0.18949433,2906.697,0.12433843,760.9376,0.31849796,-191.79768,-0.18843016,-2.3804152,-4.414676,9.410835,1.0078464,0.013388939,3.350238,-0.016782619,-0.78924865,3.466657,1.0392821,0.3788574,29.192707,0.6936,22.054422,-3.878214,-2.54653,-10.219679,-1.1752217,-3.1560223,9.186733,-0.006885997,-0.012523954,0.844877,4.009434,1.1933174,0.03,0.008944272,0.655,0.5797916,-23.716368,cabbage
16,18.713934,0.24310027,14.787653,19.40828,20.960043,6.17239,242.32849,205.96783,110.141685,81.152596,1.0973873,0.8299572,0.45925614,0.6525749,1.882057,1.4228008,17.980282,7.7790456,10.237286,5.698213,0.7429419,1.1241044,14.013136,0.32305658,4.655209,1.6331393,6.9369326,0.9077451,-4.6990047,-2.5477688,0.11956855,1.6459533,2.1350944,0.5814784,-4.6067924,-0.54735035,4.1798744,4.9498105,10.280554,0.8765757,525.8001,0.40820557,1259.8424,0.13279642,-155.05405,-0.48837352,1566.0702,0.14703213,919.1738,0.17264639,-155.59633,-0.47036973,2564.346,0.09760078,773.19275,0.3002475,-155.82689,-0.46720678,-10.961473,-0.3648126,18.321695,0.30391923,0.009533156,4.4467134,-0.01823597,-0.5198594,0.87720853,1.0973023,15.545074,0.27711388,7.0262794,0.9941744,6.923627,0.9653389,-4.8494544,-2.8393552,-8.636529,15.55841,0.004326748,-0.014860201,0.6928229,3.1157272,3.753754,0.054,0.03720215,0.1916,0.12823977,-27.100224,cabbage
17,17.233416,0.27752435,13.603365,16.082132,19.379,5.775635,216.43326,170.70638,112.04222,72.218925,0.9319298,0.7728092,0.47030523,0.65661496,1.1232122,0.652907,17.245659,14.642103,10.758569,9.659146,0.55784917,1.0673633,13.648644,0.3687136,4.172506,1.9175937,7.039465,0.8282649,-2.4811497,-3.6809728,0.15538368,0.6346185,2.0465994,0.5032535,-6.013738,-0.5916073,6.741801,4.927324,13.036302,1.6513407,481.49228,0.3143149,1198.3716,0.11576142,-165.12886,-0.41905376,1465.2279,0.121231824,894.26733,0.14334822,-166.16333,-0.39946902,2506.986,0.06978975,669.9087,0.26603875,-166.71358,-0.392003,-12.460759,-0.2813108,21.238138,0.21771042,-0.01604546,-2.4154625,-0.01611122,-0.612735,0.46345472,1.4665399,16.612534,0.19427021,10.097651,0.5141862,8.899808,0.43783066,-0.71980774,-14.646284,-7.0860167,14.366566,-0.004163926,-0.010868411,0.5877429,3.0075188,2.5445294,0.066,0.045650847,0.305,0.27126554,-29.677256,cabbage
18,21.10399,0.47256222,13.257256,16.998032,22.872435,9.615179,235.04689,129.11414,136.6714,103.252106,1.0200433,0.7496458,0.5216905,0.72166526,1.2874244,0.76573396,17.173767,7.800709,9.979819,3.6326144,0.6133267,0.9619825,13.279446,0.35265404,4.8459616,1.279233,7.271622,0.6983944,-3.683555,-2.3160493,0.037926514,0.19878884,1.7944021,0.35319075,-4.1377196,-0.6429262,9.920414,2.3894246,9.620823,0.62354934,471.8667,0.2912193,1201.6136,0.098250546,-185.77586,-0.25170842,1451.8114,0.13221858,927.7029,0.23221734,-185.49783,-0.24501985,2461.4453,0.074877426,684.6342,0.1770412,-185.48323,-0.24491662,-10.132975,-0.41248155,17.262907,0.2995396,-0.0020397792,-16.473139,-0.016559077,-0.40666744,0.6749094,1.1674945,15.507591,0.39603063,6.6668477,0.89031523,8.76458,0.7494392,-2.1481314,-3.6219997,-8.002684,14.834934,-0.0036965206,-0.01366695,0.6112433,2.6132405,1.7574692,0.039,0.022113344,0.56666666,0.40414518,-29.440819,cabbage
19,18.416563,0.14602377,15.816082,18.914877,21.059692,5.2436104,343.12076,335.0902,100.172,33.06854,1.2639514,0.6964622,0.71913266,0.8976424,1.6091881,0.8900554,18.701548,8.533407,13.627736,6.713842,0.8714867,0.9020354,12.9524355,0.34127572,5.0752096,1.3307804,8.825197,0.5881922,-1.430799,-6.011971,0.14609852,0.48993543,1.7741492,0.5333955,-5.298859,-0.5816329,13.816131,2.0826108,13.099179,0.46091557,536.74426,0.4174583,1160.1558,0.15174173,-174.91537,-0.33252272,1551.5109,0.17153302,927.288,0.2078834,-175.73889,-0.31898418,2529.9666,0.12397766,773.61444,0.16991694,-176.0218,-0.31462914,-10.350545,-0.4466636,18.216269,0.28899342,-0.025965013,-1.2901452,-0.013445416,-0.6684853,0.722069,0.7704893,15.707311,0.23279877,6.2050223,0.9352253,11.076941,0.40983844,1.3513211,5.7857785,-7.8620415,15.231336,-0.012001232,-0.0120895,0.9015543,3.1645572,2.7718549,0.04,0.029612886,0.29923075,0.39084643,-26.742107,cabbage
20,18.826466,0.38178754,12.314091,14.822536,23.215504,10.901413,65.16687,28.286222,256.53857,212.74985,0.9939545,0.6804164,0.57929826,0.7241709,1.1914153,0.61211705,13.418005,8.840661,10.620044,5.126053,0.5729411,0.9986185,12.180599,0.34522402,4.3058653,1.5031985,7.632232,0.658638,-2.0543952,-3.8318305,0.0,0.0,2.8182628,0.41533348,-6.334578,-0.36656034,-0.20876493,-44.09707,10.9353285,0.8031916,467.09247,0.2692621,1152.0868,0.1239267,-190.93912,-0.1968456,1488.752,0.115444474,844.5581,0.22245821,-190.93971,-0.19068672,2465.9243,0.07097494,876.1997,0.4763844,-190.9842,-0.19010203,-9.03527,-0.29035816,16.09884,0.2930981,0.005329422,7.087236,-0.02040397,-0.31808382,0.7126306,0.82760674,15.719262,0.18156004,4.027917,1.7090746,5.564681,0.52019364,-8.0756035,-1.2636244,-6.964344,14.211808,-0.009274525,-0.011341303,0.5718813,2.8301888,1.4319808,0.028333332,0.006871842,0.5557143,0.8869829,-30.163322,cabbage
21,16.333187,0.21873984,13.32204,14.581202,21.097229,7.7751894,88.28027,32.806187,30.178572,40.882103,1.4610579,0.9151195,0.46542412,0.83632153,2.4120755,1.9466515,42.43308,42.224808,27.119738,20.433737,1.0445404,1.321288,4.23856,3.2999933,4.752742,1.592644,9.190885,0.5515621,-3.2458534,-2.6706426,0.046667956,0.782856,1.7671736,0.3470951,-5.5975585,-0.72268695,11.114818,1.9342635,16.022572,0.25516057,475.1839,0.2483902,1276.3302,0.13869987,-186.03369,-0.24962091,1405.6233,0.122586876,1168.2216,0.26323113,-186.7311,-0.23732468,2395.3445,0.07169258,794.50854,0.2808523,-187.03596,-0.23164248,-10.663204,-0.28184143,18.630161,0.2518006,-0.02232267,-1.031745,-0.013787808,-0.6808991,0.341678,0.45241737,14.821418,0.2096587,9.159063,0.31386155,5.782852,0.82413965,-0.8707453,-10.496349,-2.3379424,9.041787,-0.02554806,-0.0067959595,1.1187801,3.2581453,1.5267177,0.041666664,0.029674156,0.5933333,0.5432515,-23.225681,cabbage
22,16.988565,0.25911024,13.302743,15.937409,19.396477,6.093734,277.63702,250.38428,145.80922,68.21795,1.9761635,0.8140951,0.57543063,1.5699717,3.1275244,2.5520937,46.57684,35.19848,41.624523,25.426245,1.6331477,1.1716335,3.0009713,4.2825274,5.6744213,1.3445585,6.6919765,1.098957,-8.243184,-1.2131087,0.037704818,0.5785877,2.0113256,0.3737192,-4.7934847,-0.2785529,-10.614403,-3.2131186,-2.9553149,-12.137142,565.28235,0.50492364,1261.9875,0.16157816,-181.80237,-0.2986609,1624.6201,0.17439103,883.3378,0.30578437,-182.16743,-0.28765595,2604.9805,0.10848598,716.4806,0.40046778,-182.11852,-0.28868738,-11.945275,-0.3475025,18.82409,0.27224723,0.0027661845,24.078234,-0.018480705,-0.46382597,1.5733557,1.5136538,14.131415,0.39503348,9.952116,0.6826493,11.317377,0.80641973,-5.685536,-1.9707148,-2.128043,8.01964,-0.0012101491,-0.0129595045,1.6607032,4.008016,1.2145749,0.074999996,0.03149074,0.6228571,0.8261739,-19.665752,cabbage
